filename,dice,iou,bce_loss
BraTS-GLI-01321-000_slice_127.npz,0.9831164479255676,0.9668049812316895,0.009829385206103325
BraTS-GLI-00581-000_slice_100.npz,0.9806098341941833,0.9619628190994263,0.009829385206103325
BraTS-GLI-00024-000_slice_088.npz,0.9497365355491638,0.904321014881134,0.009829385206103325
BraTS-GLI-00378-000_slice_072.npz,0.8826457858085632,0.7900763154029846,0.009829385206103325
BraTS-GLI-00830-000_slice_146.npz,0.014925372786819935,0.008583690971136093,0.028302906081080437
BraTS-GLI-01335-000_slice_130.npz,0.9757634401321411,0.9526963233947754,0.028302906081080437
BraTS-GLI-00579-000_slice_092.npz,0.9800890684127808,0.9609655737876892,0.028302906081080437
BraTS-GLI-01482-000_slice_085.npz,0.7517136335372925,0.6024390459060669,0.028302906081080437
BraTS-GLI-01241-000_slice_106.npz,0.9390995502471924,0.8852112889289856,0.03732766956090927
BraTS-GLI-01534-000_slice_065.npz,0.8886145353317261,0.799605131149292,0.03732766956090927
BraTS-GLI-00018-000_slice_120.npz,0.9656035900115967,0.9335054755210876,0.03732766956090927
BraTS-GLI-00386-000_slice_061.npz,0.8160869479179382,0.6894273161888123,0.03732766956090927
BraTS-GLI-01662-000_slice_100.npz,0.9761193990707397,0.9533678889274597,0.018867377191781998
BraTS-GLI-01194-000_slice_042.npz,0.0555555559694767,0.0555555559694767,0.018867377191781998
BraTS-GLI-00588-000_slice_072.npz,0.7090908885002136,0.549872100353241,0.018867377191781998
BraTS-GLI-00137-000_slice_081.npz,0.9568790793418884,0.9173321723937988,0.018867377191781998
BraTS-GLI-00655-001_slice_123.npz,0.9371069073677063,0.8818897604942322,0.02802821807563305
BraTS-GLI-00413-000_slice_103.npz,0.9864144921302795,0.9732002019882202,0.02802821807563305
BraTS-GLI-01514-000_slice_046.npz,0.6565055847167969,0.4889380633831024,0.02802821807563305
BraTS-GLI-00147-000_slice_109.npz,0.9495479464530945,0.9039586782455444,0.02802821807563305
BraTS-GLI-01109-000_slice_090.npz,0.9744820594787598,0.9502463340759277,0.005644393619149923
BraTS-GLI-01520-000_slice_135.npz,0.9746568202972412,0.9506173133850098,0.005644393619149923
BraTS-GLI-00750-000_slice_085.npz,0.9592157006263733,0.9216867685317993,0.005644393619149923
BraTS-GLI-00072-001_slice_066.npz,0.5157894492149353,0.35211268067359924,0.005644393619149923
BraTS-GLI-00650-000_slice_103.npz,0.9045599102973938,0.8259187340736389,0.005912343040108681
BraTS-GLI-00528-000_slice_073.npz,0.9715753197669983,0.944740355014801,0.005912343040108681
